complaint_id,customer_id,complaint_type,complaint_date,status,resolution_days,priority
4889,29967,Call Drop,2024-03-10 11:03:10,In Progress,,Low
4890,7441,Signal Not Available,2023-05-10 08:42:03,Open,,High
4891,13926,Refund Request,2025-08-18 23:04:35,Closed,6,Critical
4892,35936,Signal Not Available,2024-01-07 15:14:21,Resolved,4,Critical
4893,7307,Billing Dispute,2025-09-19 11:55:34,Closed,13,High
4894,31872,Refund Request,2024-06-30 08:34:00,Escalated,,High
4895,39277,Refund Request,2023-11-20 10:04:30,Closed,14,High
4896,32154,Network Issue,2024-10-10 22:27:23,Resolved,3,High
4897,30296,Customer Service,2025-06-19 02:57:44,Resolved,12,Medium
4898,46139,Slow Internet,2023-03-11 16:35:09,In Progress,,High
4899,44885,Network Issue,2023-04-11 18:02:33,Resolved,3,Critical
4900,8601,Data Not Working,2023-07-25 13:45:13,Escalated,,High
4901,13707,Network Issue,2025-09-21 22:00:31,In Progress,,High
4902,10902,Recharge Failure,2024-03-08 15:49:37,Resolved,11,High
4903,19005,Billing Dispute,2025-12-01 22:57:28,Open,,Low
4904,15970,Billing Dispute,2024-01-11 07:42:48,In Progress,,High
4905,38621,Slow Internet,2023-09-02 11:20:04,In Progress,,Medium
4906,41321,Network Issue,2025-07-30 23:04:17,Resolved,1,Medium
4907,25397,Porting Issue,2024-04-02 17:04:17,Open,,Low
4908,5386,Billing Dispute,2023-12-18 07:00:21,Resolved,6,Critical
4909,25192,Porting Issue,2026-06-11 19:17:19,Resolved,15,High
4910,35391,Billing Dispute,2024-06-22 00:46:01,Closed,9,Medium
4911,23222,Call Drop,2023-07-19 01:36:44,Closed,2,Medium
4912,30023,Slow Internet,2024-12-16 04:01:14,Closed,3,High
4913,38792,Signal Not Available,2025-12-26 23:10:15,Closed,0,Critical
4914,5873,Porting Issue,2024-04-03 05:43:07,Resolved,6,Low
4915,30746,Refund Request,2026-05-31 19:39:57,In Progress,,Medium
4916,41633,Refund Request,2023-01-12 21:02:54,Closed,3,High
4917,26275,Customer Service,2024-02-01 20:08:11,Open,,High
4918,32041,Recharge Failure,2023-03-25 19:07:59,Closed,0,Critical
4919,9162,SIM Activation,2024-07-18 22:37:59,Resolved,14,High
4920,8847,Wrong Plan Charged,2025-01-15 17:28:58,Closed,15,Medium
4921,29277,Call Drop,2023-03-01 18:00:08,Resolved,15,Low
4922,13512,Signal Not Available,2025-01-27 03:37:28,Escalated,,High
4923,29037,Data Not Working,2023-03-27 18:58:34,Closed,6,High
4924,17032,Billing Dispute,2023-04-14 12:37:17,In Progress,,Low
4925,7638,Refund Request,2025-03-24 01:28:20,Closed,9,Low
4926,7677,Porting Issue,2025-07-13 14:06:19,Closed,10,Critical
4927,9073,Billing Dispute,2024-04-19 11:50:45,In Progress,,High
4928,31857,Slow Internet,2023-09-03 16:49:51,Escalated,,Medium
4929,17114,Wrong Plan Charged,2025-07-01 14:18:46,In Progress,,Critical
4930,18760,Customer Service,2025-08-10 14:54:13,In Progress,,Low
4931,12363,Recharge Failure,2025-03-15 14:54:56,Escalated,,Medium
4932,7766,Slow Internet,2026-03-29 08:18:49,Escalated,,Critical
4933,31768,Porting Issue,2025-12-05 00:53:13,Closed,15,High
4934,14000,Recharge Failure,2025-06-05 14:32:02,Closed,13,Medium
4935,39468,Billing Dispute,2023-06-08 12:57:05,Escalated,,High
4936,18679,SIM Activation,2025-03-06 03:58:54,In Progress,,High
4937,16352,Network Issue,2026-03-07 11:23:51,Resolved,1,Medium
4938,11373,Call Drop,2025-08-19 08:12:21,In Progress,,High
4939,18161,Call Drop,2026-05-09 09:43:53,In Progress,,Medium
4940,12197,Billing Dispute,2024-03-25 02:21:04,Resolved,0,High
4941,43991,Wrong Plan Charged,2025-05-28 03:30:32,Resolved,8,Critical
4942,18419,Billing Dispute,2024-02-19 11:41:28,Resolved,2,Medium
4943,24333,Recharge Failure,2026-03-20 00:18:01,Escalated,,Low
4944,11128,Wrong Plan Charged,2025-02-05 17:06:16,Resolved,10,Critical
4945,2238,Network Issue,2025-04-09 20:55:14,In Progress,,Critical
4946,44151,Signal Not Available,2025-12-23 09:20:13,Escalated,,Low
4947,23044,Recharge Failure,2024-04-24 12:45:54,Resolved,2,Medium
4948,17851,Porting Issue,2023-11-15 15:21:02,In Progress,,Critical
4949,20455,Signal Not Available,2023-11-25 22:59:22,Escalated,,High
4950,24438,Refund Request,2024-07-29 12:16:54,Open,,High
4951,6329,Signal Not Available,2025-01-12 11:19:12,In Progress,,Low
4952,22799,Recharge Failure,2024-02-14 14:39:19,Closed,15,Critical
4953,38032,Data Not Working,2025-10-31 02:36:10,Open,,High
4954,46026,Refund Request,2026-06-02 16:44:50,In Progress,,High
4955,7263,Data Not Working,2024-10-09 03:06:49,In Progress,,Medium
4956,31708,Porting Issue,2026-01-29 16:56:04,In Progress,,Medium
4957,44733,Porting Issue,2025-09-10 03:16:43,Open,,Medium
4958,543,Recharge Failure,2023-08-05 10:53:07,Closed,11,Critical
4959,16157,Data Not Working,2023-05-22 03:53:38,In Progress,,High
4960,45434,Network Issue,2025-12-19 17:44:24,In Progress,,Low
4961,15525,SIM Activation,2024-10-23 02:33:28,Escalated,,High
4962,27887,Slow Internet,2026-01-14 02:58:23,Open,,Low
4963,30054,SIM Activation,2023-06-23 06:48:29,In Progress,,High
4964,1129,Porting Issue,2025-05-07 02:02:07,Open,,Critical
4965,5320,Signal Not Available,2025-11-26 21:50:10,Closed,13,Low
4966,39773,Data Not Working,2023-02-21 01:33:51,In Progress,,Low
4967,24350,Slow Internet,2024-08-07 01:56:22,Resolved,2,Critical
4968,7223,Slow Internet,2024-08-05 08:58:38,Closed,4,Low
4969,18549,Billing Dispute,2026-06-12 17:12:21,Resolved,3,Critical
4970,43487,Network Issue,2023-11-14 04:23:08,Escalated,,Medium
4971,10964,Slow Internet,2025-05-14 23:27:19,Resolved,13,Critical
4972,33698,Network Issue,2024-12-25 00:35:51,Escalated,,Medium
4973,1853,Signal Not Available,2026-05-24 07:50:19,Closed,14,Low
4974,3294,Signal Not Available,2025-06-13 17:25:43,Closed,12,Medium
4975,19489,Network Issue,2024-06-17 02:26:41,Closed,6,Medium
4976,4569,Wrong Plan Charged,2024-02-08 20:07:17,In Progress,,Medium
4977,36482,Recharge Failure,2025-07-10 05:20:05,Escalated,,Low
4978,32654,Slow Internet,2024-09-04 14:39:47,Resolved,9,Medium
4979,19749,Slow Internet,2025-09-27 11:03:48,In Progress,,Medium
4980,14817,Billing Dispute,2023-01-23 06:48:33,Closed,1,Critical
4981,4545,Wrong Plan Charged,2024-11-05 01:12:35,In Progress,,Medium
4982,16192,Data Not Working,2024-09-13 15:28:17,Open,,Critical
4983,47283,Signal Not Available,2024-02-10 20:01:07,In Progress,,Low
4984,366,Data Not Working,2024-09-15 12:54:23,Open,,High
4985,3355,Network Issue,2025-05-01 09:55:56,Escalated,,High
4986,38567,Porting Issue,2026-04-26 22:54:38,Resolved,15,Low
4987,43961,Wrong Plan Charged,2024-07-06 08:35:19,Resolved,1,Medium
4988,49859,Data Not Working,2024-08-31 07:32:17,Open,,Low
4989,40149,Call Drop,2024-08-04 16:21:16,Closed,11,Medium
4990,5140,Signal Not Available,2024-02-06 06:41:30,Open,,High
4991,19994,Data Not Working,2024-04-05 04:53:24,Closed,7,Critical
4992,36165,Wrong Plan Charged,2023-09-23 19:31:13,Escalated,,Medium
4993,42295,Recharge Failure,2023-10-02 00:24:33,Escalated,,Critical
4994,18359,Data Not Working,2025-03-27 17:43:07,In Progress,,Medium
4995,22123,Network Issue,2025-01-23 11:16:27,Escalated,,Low
4996,29906,Signal Not Available,2023-06-20 06:43:15,Escalated,,Low
4997,37012,SIM Activation,2026-01-16 03:29:50,Escalated,,Medium
4998,49318,Porting Issue,2024-06-04 11:50:20,Closed,15,Low
4999,13940,Billing Dispute,2025-04-06 03:52:51,Resolved,0,Medium
5000,12456,SIM Activation,2026-06-05 00:40:02,Open,,High
5001,39288,Network Issue,2023-03-10 11:52:55,Resolved,1,Low
5002,47740,SIM Activation,2025-09-03 13:46:35,Escalated,,Low
5003,5075,Customer Service,2025-11-24 10:00:56,Resolved,10,Low
5004,7399,Porting Issue,2026-04-16 13:04:19,Closed,9,High
5005,2718,Refund Request,2023-07-01 06:41:54,In Progress,,Medium
5006,7070,Wrong Plan Charged,2025-05-19 08:26:59,Resolved,11,High
5007,31609,Recharge Failure,2025-01-30 01:14:31,Resolved,8,Low
5008,16248,Customer Service,2026-05-29 22:11:50,Open,,Critical
5009,25232,Data Not Working,2023-04-09 02:05:41,Resolved,6,Critical
5010,37194,Data Not Working,2023-07-19 22:08:19,In Progress,,Critical
5011,41644,Wrong Plan Charged,2023-08-30 23:56:51,In Progress,,Critical
5012,40598,Signal Not Available,2023-10-28 12:02:29,Open,,Critical
5013,22642,Data Not Working,2024-12-07 02:57:00,Open,,Critical
5014,36471,Data Not Working,2026-07-25 12:34:37,Open,,High
5015,41911,Network Issue,2026-01-17 21:50:04,Open,,Low
5016,29999,Network Issue,2025-05-30 08:33:35,Resolved,6,Medium
5017,24759,Signal Not Available,2026-05-07 02:10:14,Resolved,0,Critical
5018,33388,Wrong Plan Charged,2025-09-01 00:56:55,In Progress,,Medium
5019,11757,Network Issue,2024-08-26 08:13:32,In Progress,,Medium
5020,11480,Data Not Working,2024-10-01 17:35:06,In Progress,,Critical
5021,14066,SIM Activation,2024-08-06 13:22:01,Open,,Medium
5022,23254,Recharge Failure,2024-07-12 18:43:03,Closed,15,Medium
5023,9102,Network Issue,2023-05-22 13:50:02,In Progress,,Medium
5024,27797,Network Issue,2024-07-21 21:36:04,Resolved,2,Low
5025,5572,Recharge Failure,2023-01-10 06:32:28,Resolved,12,Medium
5026,38804,Billing Dispute,2026-06-27 00:46:58,Resolved,9,High
5027,3533,Call Drop,2025-08-30 13:06:09,In Progress,,Medium
5028,14331,SIM Activation,2025-07-12 06:45:15,Escalated,,Critical
5029,10977,Customer Service,2025-10-24 22:50:32,Closed,11,High
5030,35050,Billing Dispute,2025-08-14 07:34:58,Resolved,13,Low
5031,29208,Porting Issue,2024-08-14 05:43:55,Open,,Medium
5032,42535,Porting Issue,2025-03-13 22:22:47,Closed,2,Critical
5033,44565,Wrong Plan Charged,2023-10-27 01:20:00,Escalated,,Critical
5034,6680,Porting Issue,2023-10-18 22:19:11,Escalated,,Medium
5035,1491,Customer Service,2024-11-17 02:39:06,In Progress,,Medium
5036,3556,Signal Not Available,2026-04-02 02:29:11,Resolved,3,Medium
5037,28751,Network Issue,2025-05-14 01:01:16,Closed,11,Medium
5038,13160,Customer Service,2026-04-13 23:53:14,In Progress,,Low
5039,24427,SIM Activation,2023-03-13 12:31:50,Resolved,6,Critical
5040,27520,Refund Request,2026-01-28 09:19:08,Escalated,,Critical
5041,19267,Customer Service,2026-04-16 14:33:51,Closed,11,Low
5042,3313,Network Issue,2023-07-29 17:36:37,Closed,3,Low
5043,19922,Billing Dispute,2024-12-11 23:49:42,Closed,4,Low
5044,19644,Recharge Failure,2023-11-12 11:23:09,Closed,10,Medium
5045,49485,Customer Service,2024-04-27 16:29:59,Closed,6,High
5046,15478,Porting Issue,2023-10-01 03:48:48,Escalated,,High
5047,6977,Data Not Working,2023-07-31 18:35:50,Resolved,15,Medium
5048,13629,Customer Service,2025-05-15 08:42:20,Closed,14,Medium
5049,37604,Data Not Working,2025-03-15 16:40:45,Open,,Medium
5050,33542,Recharge Failure,2025-06-08 16:06:01,Escalated,,Critical
5051,26762,Wrong Plan Charged,2025-08-15 23:43:37,In Progress,,Low
5052,2290,Signal Not Available,2025-10-04 22:56:19,Resolved,13,Low
5053,33213,Billing Dispute,2024-12-13 04:16:01,Resolved,7,Medium
5054,4701,Porting Issue,2025-04-29 13:17:35,Resolved,10,High
5055,48637,Billing Dispute,2023-01-13 11:49:03,Closed,10,Critical
5056,4596,SIM Activation,2026-07-16 08:04:39,In Progress,,Low
5057,3673,Customer Service,2026-02-28 09:46:50,Closed,15,High
5058,25508,Slow Internet,2024-11-18 23:43:26,Open,,Critical
5059,20282,Billing Dispute,2024-08-12 03:50:33,In Progress,,Low
5060,11860,Data Not Working,2023-09-14 03:22:42,Open,,Medium
5061,23896,Refund Request,2024-08-15 15:00:58,Open,,High
5062,30046,Recharge Failure,2023-03-12 12:02:22,Closed,12,High
5063,22675,SIM Activation,2026-05-28 15:32:15,Open,,Medium
5064,6964,Signal Not Available,2025-03-04 10:58:00,Closed,12,High
5065,5763,Slow Internet,2025-05-25 20:06:36,Closed,4,Low
5066,4960,Customer Service,2024-09-07 17:04:48,Closed,0,Low
5067,23291,Data Not Working,2026-05-01 03:59:31,In Progress,,High
5068,48280,Network Issue,2023-10-25 10:04:58,Open,,Medium
5069,34231,Call Drop,2023-04-06 15:17:26,Open,,High
5070,48153,SIM Activation,2025-10-09 13:40:14,Escalated,,High
5071,26898,SIM Activation,2023-04-08 05:34:31,Open,,Low
5072,25163,Recharge Failure,2026-06-08 19:12:43,In Progress,,High
5073,2579,Refund Request,2024-08-26 19:22:32,Closed,14,High
5074,43689,Billing Dispute,2025-11-17 15:57:17,Resolved,7,Medium
5075,16370,Wrong Plan Charged,2026-03-16 18:14:34,Closed,9,Low
5076,29066,Network Issue,2024-02-02 03:00:30,In Progress,,Low
5077,28633,Billing Dispute,2024-12-17 18:00:40,In Progress,,Critical
5078,34813,SIM Activation,2024-01-22 08:15:51,Open,,Low
5079,3429,Billing Dispute,2023-10-25 21:44:09,Escalated,,High
5080,43148,Customer Service,2024-05-23 01:41:37,Open,,Critical
5081,23907,Wrong Plan Charged,2025-12-26 11:55:55,Escalated,,Low
5082,5992,Porting Issue,2026-02-15 21:41:31,In Progress,,High
5083,36699,Porting Issue,2024-05-19 00:17:11,Open,,Medium
5084,47720,Network Issue,2024-03-21 03:16:16,In Progress,,Critical
5085,32160,Network Issue,2025-09-02 06:48:12,Open,,Critical
5086,47482,Wrong Plan Charged,2023-06-19 02:28:55,Escalated,,Critical
5087,31181,Customer Service,2024-05-30 05:21:41,Resolved,3,Low
5088,18915,Wrong Plan Charged,2025-06-30 06:55:11,Open,,High
5089,16345,Porting Issue,2023-09-04 03:21:55,Open,,High
5090,44528,Network Issue,2025-06-13 06:00:46,Escalated,,High
5091,19646,Customer Service,2026-05-19 17:39:19,Escalated,,Medium
5092,3787,Data Not Working,2025-04-07 04:08:58,Open,,Critical
5093,26547,Slow Internet,2026-07-24 18:08:03,Closed,14,High
5094,2075,Call Drop,2026-01-30 09:20:01,In Progress,,Low
5095,10434,Call Drop,2023-07-06 03:14:12,Closed,12,High
5096,25591,Refund Request,2025-01-17 07:31:32,Closed,14,Medium
5097,22765,Signal Not Available,2025-01-04 06:54:27,In Progress,,Medium
5098,19200,Recharge Failure,2025-08-30 14:45:55,Closed,4,High
5099,43925,Customer Service,2024-11-20 23:21:12,Escalated,,High
5100,37790,Customer Service,2024-03-07 19:11:30,In Progress,,Critical
5101,29752,Network Issue,2023-05-01 13:23:10,Open,,Low
5102,44346,Signal Not Available,2023-06-10 02:20:19,In Progress,,Critical
5103,8464,Refund Request,2023-06-14 02:16:36,Closed,5,Medium
5104,46979,Signal Not Available,2026-04-06 10:24:20,Resolved,5,Low
5105,40789,Call Drop,2024-01-16 04:27:13,Closed,2,Low
5106,2346,Recharge Failure,2025-07-31 00:58:26,Escalated,,Critical
5107,16848,Network Issue,2024-08-27 07:53:05,Resolved,10,Medium
5108,18310,Wrong Plan Charged,2026-07-10 21:15:43,Resolved,11,Medium
5109,49066,Network Issue,2023-10-05 20:45:12,In Progress,,Medium
5110,47116,Billing Dispute,2023-10-04 13:09:35,Resolved,15,Low
5111,4009,Network Issue,2026-01-09 05:38:48,Escalated,,High
5112,15582,Call Drop,2023-04-05 10:16:47,Escalated,,Medium
5113,46740,Slow Internet,2023-03-21 02:15:42,Open,,Critical
5114,42692,Data Not Working,2024-08-06 09:51:33,Closed,15,High
5115,12492,Data Not Working,2024-07-17 08:23:56,Open,,High
5116,18847,Billing Dispute,2026-04-02 23:52:21,Closed,14,High
5117,2464,SIM Activation,2024-07-07 17:40:00,In Progress,,Low
5118,26414,Signal Not Available,2025-05-02 13:37:22,Open,,Medium
5119,34599,Network Issue,2024-06-29 11:02:18,Resolved,10,Critical
5120,5343,Network Issue,2023-11-08 08:04:07,Closed,4,Medium
5121,16426,Recharge Failure,2024-01-15 01:05:37,In Progress,,Critical
5122,25011,Customer Service,2024-01-16 20:12:49,Closed,3,Medium
5123,15123,Data Not Working,2024-09-07 09:22:50,Resolved,9,Critical
5124,21126,Data Not Working,2025-11-03 03:16:54,Closed,2,Medium
5125,30414,Recharge Failure,2023-05-02 05:29:59,Escalated,,Critical
5126,37031,Recharge Failure,2024-05-27 23:28:04,In Progress,,High
5127,3797,Network Issue,2025-09-18 07:48:19,Resolved,9,Medium
5128,19529,Refund Request,2024-10-15 20:20:24,Open,,Critical
5129,202,Recharge Failure,2024-11-21 07:41:36,Closed,7,Low
5130,47386,Billing Dispute,2025-04-27 04:40:48,Escalated,,Medium
5131,34112,Signal Not Available,2024-12-01 15:17:01,Open,,Low
5132,28454,Network Issue,2025-04-02 01:38:07,Resolved,1,Low
5133,22532,Signal Not Available,2026-02-08 17:13:58,In Progress,,Critical
5134,33991,Billing Dispute,2023-08-09 18:58:47,In Progress,,Low
5135,6283,Refund Request,2024-10-11 19:39:13,Closed,15,Medium
5136,29765,Customer Service,2024-08-19 23:42:01,Closed,2,High
5137,41483,Data Not Working,2025-09-18 20:30:36,Escalated,,Critical
5138,17760,Billing Dispute,2025-06-01 13:40:18,Open,,Medium
5139,31959,SIM Activation,2023-11-04 20:19:15,Resolved,7,Low
5140,29917,Recharge Failure,2023-01-09 16:45:44,In Progress,,Low
5141,44192,SIM Activation,2026-03-13 15:12:35,Escalated,,Low
5142,41649,Network Issue,2025-11-29 17:21:27,Closed,10,Critical
5143,14567,Signal Not Available,2026-03-04 15:12:18,Open,,Low
5144,46833,SIM Activation,2023-03-17 05:24:36,Resolved,11,Medium
5145,7994,Refund Request,2025-05-28 06:23:51,Resolved,0,Medium
5146,18242,Slow Internet,2025-05-14 04:28:36,Closed,9,Low
5147,8050,Wrong Plan Charged,2024-11-01 09:10:03,Closed,15,High
5148,20239,Billing Dispute,2025-05-26 04:56:37,Open,,Medium
5149,37583,Slow Internet,2023-05-30 22:16:01,Escalated,,High
5150,33829,SIM Activation,2024-04-15 11:44:38,Open,,Low
5151,1993,Customer Service,2024-12-30 20:31:03,Escalated,,Medium
5152,37124,Call Drop,2023-09-13 11:11:46,Resolved,5,Medium
5153,6953,Data Not Working,2023-11-11 00:15:03,Closed,13,Low
5154,7905,Slow Internet,2023-10-15 15:42:33,Escalated,,Low
5155,20792,Customer Service,2023-10-28 00:59:54,Escalated,,Medium
5156,49529,Wrong Plan Charged,2025-04-17 00:23:10,Resolved,0,Low
5157,22442,Wrong Plan Charged,2026-01-09 02:31:36,Resolved,9,Low
5158,9493,Porting Issue,2023-04-17 17:46:44,Open,,Medium
5159,38302,Refund Request,2024-03-06 10:50:11,Closed,15,Critical
5160,12709,Refund Request,2024-11-08 07:38:49,In Progress,,Low
5161,9444,Porting Issue,2024-11-23 20:04:14,Resolved,7,Medium
5162,44424,Billing Dispute,2025-08-21 11:46:01,In Progress,,Medium
5163,23465,Signal Not Available,2024-09-25 15:23:10,Closed,9,Medium
5164,41924,Network Issue,2026-07-21 20:29:09,Resolved,15,Low
5165,7702,Customer Service,2024-09-21 12:31:38,Open,,Low
5166,45154,Slow Internet,2025-04-10 12:33:34,Escalated,,Medium
5167,6286,Recharge Failure,2024-05-04 13:54:53,Open,,Critical
5168,31384,Slow Internet,2024-05-03 07:07:33,Closed,1,Low
5169,5854,Call Drop,2025-05-09 19:53:27,In Progress,,Low
5170,19255,Network Issue,2026-07-14 01:51:29,Closed,10,Medium
5171,12339,Billing Dispute,2025-05-18 18:57:58,In Progress,,High
5172,47289,Recharge Failure,2023-11-28 02:34:04,Resolved,1,Low
5173,18831,SIM Activation,2024-10-08 18:11:21,Closed,9,Medium
5174,44515,Wrong Plan Charged,2025-05-19 06:49:58,Escalated,,Critical
5175,15842,Customer Service,2025-06-25 15:17:24,Open,,Medium
5176,141,Call Drop,2024-12-22 20:00:31,Escalated,,High
5177,15840,Signal Not Available,2026-03-05 13:56:27,Escalated,,Critical
5178,30350,Call Drop,2024-02-09 20:53:14,Open,,Medium
5179,6810,Signal Not Available,2025-07-17 19:45:39,Closed,12,Low
5180,8280,Call Drop,2024-10-17 15:37:46,Escalated,,Critical
5181,13836,Recharge Failure,2023-09-02 05:25:43,In Progress,,Low
5182,44379,Signal Not Available,2024-07-13 14:45:18,In Progress,,High
5183,36444,Customer Service,2023-04-25 05:33:18,Closed,9,Low
5184,28152,Wrong Plan Charged,2024-03-16 11:44:52,In Progress,,High
5185,42569,Slow Internet,2025-01-12 23:10:31,Closed,14,Low
5186,15776,Data Not Working,2023-01-10 04:31:56,Escalated,,Low
5187,19623,Customer Service,2026-02-07 22:59:23,Open,,High
5188,48761,Slow Internet,2023-07-09 17:03:35,In Progress,,Critical
5189,14427,Billing Dispute,2024-05-17 16:13:21,In Progress,,Critical
5190,1236,Recharge Failure,2025-06-05 13:36:25,Open,,High
5191,17808,Porting Issue,2025-12-23 18:52:03,In Progress,,Medium
5192,49276,Signal Not Available,2023-05-19 09:26:42,Open,,Medium
5193,27406,Customer Service,2024-06-23 15:46:40,Escalated,,High
5194,4250,Slow Internet,2025-12-22 03:46:57,Resolved,5,Critical
5195,14957,Refund Request,2025-06-24 21:20:37,Closed,13,High
5196,8902,Billing Dispute,2024-01-18 00:06:30,Open,,Low
5197,47036,Recharge Failure,2023-07-22 13:51:06,Escalated,,Critical
5198,25366,Porting Issue,2026-04-10 08:24:21,Open,,High
5199,2534,Recharge Failure,2023-04-08 14:06:31,Closed,12,Critical
5200,7575,Call Drop,2024-03-05 08:37:49,Resolved,8,Medium
5201,44159,Network Issue,2026-04-24 12:04:02,Open,,Low
5202,14721,Customer Service,2023-04-03 12:51:51,Escalated,,Critical
5203,25217,Customer Service,2025-09-19 15:13:49,Open,,Critical
5204,30670,Call Drop,2023-07-18 22:08:41,Escalated,,Medium
5205,33738,Porting Issue,2024-12-01 07:15:34,Open,,Medium
5206,28490,Refund Request,2025-07-18 02:10:29,Resolved,10,High
5207,37179,Porting Issue,2024-08-27 17:04:06,Resolved,3,Low
5208,29556,Data Not Working,2023-07-05 12:45:40,Closed,10,Low
5209,2488,Recharge Failure,2023-12-08 13:18:31,In Progress,,Medium
5210,42867,Recharge Failure,2023-01-25 07:00:30,Open,,High
5211,20629,Recharge Failure,2024-03-12 16:32:56,Open,,Critical
5212,45613,Wrong Plan Charged,2023-10-15 07:43:37,Open,,Critical
5213,28396,Refund Request,2023-01-24 07:07:33,Closed,9,High
5214,2466,Customer Service,2024-07-21 23:01:44,Open,,High
5215,34768,Network Issue,2023-01-07 03:09:15,Closed,12,High
5216,19177,Porting Issue,2023-11-08 03:14:30,Open,,Critical
5217,38825,Customer Service,2026-06-21 09:10:27,In Progress,,Medium
5218,31569,Data Not Working,2023-06-27 16:01:29,Closed,9,High
5219,38992,Data Not Working,2023-10-07 15:56:41,In Progress,,Low
5220,19350,Data Not Working,2025-08-13 02:26:57,Escalated,,High
5221,26224,SIM Activation,2025-06-19 10:10:14,Resolved,12,Medium
5222,49172,Porting Issue,2025-03-24 17:55:43,Escalated,,Critical
5223,38097,Slow Internet,2023-05-31 22:57:02,In Progress,,High
5224,49528,SIM Activation,2024-04-10 03:39:54,Open,,High
5225,20552,Call Drop,2026-06-11 14:36:36,Resolved,7,High
5226,6775,Call Drop,2024-03-26 13:29:47,Escalated,,High
5227,11284,Data Not Working,2024-02-27 14:37:26,Closed,9,Medium
5228,44556,Porting Issue,2024-12-07 07:23:41,Resolved,15,Critical
5229,36242,Slow Internet,2023-04-21 04:56:27,In Progress,,Low
5230,11215,Slow Internet,2023-10-19 19:28:12,Open,,High
5231,13771,SIM Activation,2025-04-10 23:08:49,Escalated,,High
5232,27426,Wrong Plan Charged,2025-08-27 02:06:55,Closed,3,Medium
5233,21680,Wrong Plan Charged,2024-03-16 07:59:56,In Progress,,Critical
5234,257,Wrong Plan Charged,2026-05-24 07:44:17,Escalated,,Medium
5235,47289,Slow Internet,2025-09-18 17:07:11,Resolved,6,Critical
5236,20725,Wrong Plan Charged,2025-09-08 11:10:48,Resolved,14,Medium
5237,26076,Refund Request,2026-05-22 02:26:25,Closed,15,Medium
5238,10972,Refund Request,2026-03-29 22:58:46,Resolved,4,Medium
5239,12951,Wrong Plan Charged,2024-04-15 16:13:09,Escalated,,Medium
5240,43497,Slow Internet,2023-05-17 02:00:30,Open,,Low
5241,48253,Recharge Failure,2025-09-04 23:09:18,Escalated,,High
5242,43809,Porting Issue,2026-03-16 12:51:12,Resolved,2,Critical
5243,22353,Network Issue,2025-12-22 10:33:49,In Progress,,High
5244,16247,Data Not Working,2025-01-01 02:46:20,Open,,High
5245,19899,Network Issue,2023-06-11 06:53:15,Resolved,4,Medium
5246,43819,Recharge Failure,2024-11-11 07:39:23,Escalated,,Critical
5247,40901,Call Drop,2026-02-12 00:31:34,Open,,Critical
5248,39320,Billing Dispute,2025-11-03 19:57:13,Closed,9,Medium
5249,20179,Signal Not Available,2023-12-11 18:39:43,Resolved,6,High
5250,48367,SIM Activation,2026-03-15 02:23:43,Resolved,3,Low
5251,15169,SIM Activation,2025-10-20 01:31:31,Resolved,4,High
5252,13161,Refund Request,2025-10-29 07:16:00,Resolved,0,Low
5253,13780,SIM Activation,2025-07-12 20:14:20,Closed,4,Critical
5254,2938,Customer Service,2024-03-11 20:49:27,In Progress,,Medium
5255,42352,SIM Activation,2023-07-15 13:11:10,In Progress,,High
5256,12631,Customer Service,2025-06-10 02:07:45,Closed,14,Low
5257,1567,Data Not Working,2023-07-29 10:22:20,Escalated,,Critical
5258,29740,Call Drop,2026-01-29 03:26:19,Escalated,,Low
5259,5855,Refund Request,2024-07-02 05:35:39,Open,,Low
5260,9872,SIM Activation,2023-08-19 16:44:23,Open,,High
5261,30078,Recharge Failure,2023-07-23 01:38:22,Closed,1,High
5262,11353,Wrong Plan Charged,2024-04-23 21:35:02,In Progress,,Medium
5263,41806,Customer Service,2025-07-17 15:28:40,Escalated,,High
5264,38466,Slow Internet,2024-11-19 15:23:29,Open,,Medium
5265,3334,Recharge Failure,2025-01-02 11:22:23,Open,,High
5266,14392,Porting Issue,2025-02-03 23:29:13,Resolved,5,High
5267,10010,Porting Issue,2026-07-14 02:57:54,Open,,Low
5268,10109,Network Issue,2026-01-04 07:07:17,In Progress,,Low
5269,1856,Network Issue,2025-11-09 20:34:58,Resolved,7,Low
5270,34620,Porting Issue,2024-05-13 18:06:28,Open,,Medium
5271,23648,Slow Internet,2024-03-08 12:10:02,In Progress,,Low
5272,45429,Customer Service,2025-05-10 01:21:47,In Progress,,High
5273,11449,Signal Not Available,2024-12-11 20:54:59,Closed,7,Low
5274,24730,Billing Dispute,2024-07-25 19:02:40,Closed,11,Low
5275,5356,Refund Request,2023-02-10 21:45:46,Escalated,,Medium
5276,46382,Billing Dispute,2023-12-27 21:11:02,Escalated,,Critical
5277,2757,Refund Request,2024-12-22 22:57:39,Open,,Low
5278,28844,Billing Dispute,2024-10-14 07:57:13,Escalated,,Critical
5279,5308,Porting Issue,2023-06-03 22:52:28,Open,,High
5280,43223,Billing Dispute,2024-10-18 01:34:55,Open,,High
5281,35580,SIM Activation,2024-03-31 12:12:31,Escalated,,High
5282,27388,SIM Activation,2025-10-17 17:58:23,Closed,9,Low
5283,36192,Wrong Plan Charged,2026-07-27 10:23:38,Escalated,,Medium
